t_seg,v_seg,t_filt,v_filt,t_pks,v_pks,
5.000200e-06,2.000000e-02,5.000200e-06,2.018178e-02,5.615600e-06,-6.882894e-02,
5.000400e-06,0.000000e+00,5.000400e-06,2.037366e-02,5.689400e-06,2.292827e-01,
5.000600e-06,0.000000e+00,5.000600e-06,2.055674e-02,5.767600e-06,-2.769091e-01,
5.000800e-06,2.000000e-02,5.000800e-06,2.072235e-02,5.866400e-06,2.628615e-01,
5.001000e-06,6.000000e-02,5.001000e-06,2.086256e-02,6.057200e-06,-3.039317e-01,
5.001200e-06,6.000000e-02,5.001200e-06,2.097045e-02,6.163000e-06,-5.493164e-02,
5.001400e-06,4.000000e-02,5.001400e-06,2.104081e-02,6.256400e-06,-3.256251e-01,
5.001600e-06,0.000000e+00,5.001600e-06,2.107032e-02,6.348000e-06,1.955148e-01,
5.001800e-06,2.000000e-02,5.001800e-06,2.105782e-02,6.399600e-06,4.030157e-02,
5.002000e-06,0.000000e+00,5.002000e-06,2.100391e-02,6.493000e-06,4.284806e-01,
5.002200e-06,-2.000000e-02,5.002200e-06,2.091151e-02,6.595600e-06,-2.650643e-01,
5.002400e-06,2.000000e-02,5.002400e-06,2.078556e-02,6.648800e-06,1.456004e-01,
5.002600e-06,6.000000e-02,5.002600e-06,2.063267e-02,6.731000e-06,-9.106750e-02,
5.002800e-06,2.000000e-02,5.002800e-06,2.046099e-02,6.874600e-06,4.761623e-01,
5.003000e-06,2.000000e-02,5.003000e-06,2.028071e-02,6.911800e-06,-2.472753e-01,
5.003200e-06,0.000000e+00,5.003200e-06,2.010309e-02,6.939600e-06,4.132828e-01,
5.003400e-06,2.000000e-02,5.003400e-06,1.994018e-02,6.968200e-06,-1.597684e-01,
5.003600e-06,0.000000e+00,5.003600e-06,1.980437e-02,6.995800e-06,1.457696e-01,
5.003800e-06,0.000000e+00,5.003800e-06,1.970797e-02,7.036800e-06,5.794896e-02,
5.004000e-06,4.000000e-02,5.004000e-06,1.966265e-02,7.101800e-06,2.377206e-01,
5.004200e-06,6.000000e-02,5.004200e-06,1.967886e-02,7.145200e-06,-1.344615e-01,
5.004400e-06,4.000000e-02,5.004400e-06,1.976579e-02,7.176000e-06,3.453719e-01,
5.004600e-06,2.000000e-02,5.004600e-06,1.993086e-02,7.200800e-06,-2.069215e-01,
5.004800e-06,0.000000e+00,5.004800e-06,2.017935e-02,7.222600e-06,4.078897e-01,
5.005000e-06,2.000000e-02,5.005000e-06,2.051407e-02,7.247200e-06,-2.628512e-01,
5.005200e-06,0.000000e+00,5.005200e-06,2.093501e-02,7.273200e-06,3.157283e-01,
5.005400e-06,0.000000e+00,5.005400e-06,2.143961e-02,7.305800e-06,-7.393891e-02,
5.005600e-06,2.000000e-02,5.005600e-06,2.202222e-02,7.401800e-06,2.641227e-01,
5.005800e-06,4.000000e-02,5.005800e-06,2.267428e-02,7.466000e-06,-1.587912e-01,
5.006000e-06,6.000000e-02,5.006000e-06,2.338449e-02,7.497600e-06,3.222923e-01,
5.006200e-06,4.000000e-02,5.006200e-06,2.413932e-02,7.522400e-06,-2.930293e-01,
5.006400e-06,2.000000e-02,5.006400e-06,2.492353e-02,7.544200e-06,2.587282e-01,
5.006600e-06,0.000000e+00,5.006600e-06,2.572033e-02,7.565400e-06,-1.381014e-01,
5.006800e-06,0.000000e+00,5.006800e-06,2.651172e-02,7.582400e-06,9.863340e-02,
5.007000e-06,0.000000e+00,5.007000e-06,2.727899e-02,7.599800e-06,-1.174881e-01,
5.007200e-06,4.000000e-02,5.007200e-06,2.800316e-02,7.625200e-06,9.575641e-02,
5.007400e-06,6.000000e-02,5.007400e-06,2.866553e-02,7.661600e-06,-1.503896e-01,
5.007600e-06,4.000000e-02,5.007600e-06,2.924850e-02,7.691000e-06,9.766793e-02,
5.007800e-06,4.000000e-02,5.007800e-06,2.973640e-02,7.725000e-06,-3.490557e-02,
5.008000e-06,2.000000e-02,5.008000e-06,3.011553e-02,7.791800e-06,1.531589e-01,
5.008200e-06,2.000000e-02,5.008200e-06,3.037492e-02,7.833800e-06,-7.635485e-02,
5.008400e-06,0.000000e+00,5.008400e-06,3.050641e-02,7.859600e-06,6.536728e-02,
5.008600e-06,4.000000e-02,5.008600e-06,3.050507e-02,7.878800e-06,-3.024530e-02,
5.008800e-06,6.000000e-02,5.008800e-06,3.036912e-02,7.901600e-06,6.890036e-02,
5.009000e-06,6.000000e-02,5.009000e-06,3.010024e-02,7.936800e-06,-1.154824e-01,
