t_seg,v_seg,t_filt,v_filt,t_pks,v_pks,
5.001000e-07,-2.880000e-01,5.001000e-07,-2.568293e-01,6.885000e-07,-2.113529e-01,
5.002000e-07,-2.880000e-01,5.002000e-07,-2.575048e-01,8.496000e-07,-2.325260e-01,
5.003000e-07,-2.880000e-01,5.003000e-07,-2.581788e-01,1.249600e-06,-9.797514e-02,
5.004000e-07,-3.000000e-01,5.004000e-07,-2.588497e-01,1.264600e-06,-1.968598e-01,
5.005000e-07,-3.120000e-01,5.005000e-07,-2.595162e-01,1.293600e-06,-7.573828e-02,
5.006000e-07,-3.240000e-01,5.006000e-07,-2.601768e-01,1.305100e-06,-1.049671e-01,
5.007000e-07,-3.240000e-01,5.007000e-07,-2.608301e-01,1.325600e-06,-5.924583e-02,
5.008000e-07,-3.240000e-01,5.008000e-07,-2.614749e-01,1.365300e-06,-1.702493e-01,
5.009000e-07,-3.240000e-01,5.009000e-07,-2.621100e-01,1.392500e-06,-5.257197e-02,
5.010000e-07,-3.240000e-01,5.010000e-07,-2.627342e-01,1.424400e-06,-1.619046e-01,
5.011000e-07,-3.120000e-01,5.011000e-07,-2.633465e-01,1.575000e-06,-5.037789e-02,
5.012000e-07,-2.880000e-01,5.012000e-07,-2.639458e-01,1.594100e-06,-9.016462e-02,
5.013000e-07,-2.760000e-01,5.013000e-07,-2.645315e-01,1.664600e-06,1.873702e-02,
5.014000e-07,-2.760000e-01,5.014000e-07,-2.651027e-01,1.725300e-06,-7.332112e-02,
5.015000e-07,-2.760000e-01,5.015000e-07,-2.656582e-01,1.754300e-06,-1.496944e-02,
5.016000e-07,-2.880000e-01,5.016000e-07,-2.661972e-01,1.792700e-06,-6.439370e-02,
5.017000e-07,-3.000000e-01,5.017000e-07,-2.667184e-01,1.848200e-06,2.518232e-02,
5.018000e-07,-3.120000e-01,5.018000e-07,-2.672210e-01,1.878300e-06,-1.005955e-01,
5.019000e-07,-3.120000e-01,5.019000e-07,-2.677040e-01,1.903900e-06,-5.820970e-03,
5.020000e-07,-3.120000e-01,5.020000e-07,-2.681666e-01,1.924200e-06,-6.609705e-02,
5.021000e-07,-3.120000e-01,5.021000e-07,-2.686082e-01,1.951800e-06,4.213763e-02,
5.022000e-07,-3.120000e-01,5.022000e-07,-2.690283e-01,1.969000e-06,-1.072215e-01,
5.023000e-07,-3.240000e-01,5.023000e-07,-2.694264e-01,1.991700e-06,5.510733e-02,
5.024000e-07,-3.240000e-01,5.024000e-07,-2.698021e-01,2.009800e-06,-9.599878e-02,
5.025000e-07,-3.240000e-01,5.025000e-07,-2.701550e-01,2.032100e-06,8.923707e-03,
5.026000e-07,-3.240000e-01,5.026000e-07,-2.704849e-01,2.073700e-06,-5.035427e-02,
5.027000e-07,-3.120000e-01,5.027000e-07,-2.707916e-01,2.102500e-06,3.087317e-02,
5.028000e-07,-2.880000e-01,5.028000e-07,-2.710752e-01,2.125000e-06,-6.147674e-02,
5.029000e-07,-2.880000e-01,5.029000e-07,-2.713360e-01,2.148100e-06,4.368536e-02,
5.030000e-07,-2.880000e-01,5.030000e-07,-2.715741e-01,2.170700e-06,-8.747420e-02,
5.031000e-07,-2.880000e-01,5.031000e-07,-2.717896e-01,2.197800e-06,3.028465e-02,
5.032000e-07,-2.880000e-01,5.032000e-07,-2.719827e-01,2.226500e-06,-9.555510e-02,
5.033000e-07,-2.880000e-01,5.033000e-07,-2.721535e-01,2.259200e-06,-2.805524e-02,
5.034000e-07,-2.880000e-01,5.034000e-07,-2.723023e-01,2.280100e-06,-6.463583e-02,
5.035000e-07,-3.000000e-01,5.035000e-07,-2.724291e-01,2.320300e-06,-1.879997e-02,
5.036000e-07,-3.120000e-01,5.036000e-07,-2.725342e-01,2.343300e-06,-6.231493e-02,
5.037000e-07,-3.240000e-01,5.037000e-07,-2.726178e-01,2.371500e-06,6.404383e-03,
5.038000e-07,-3.240000e-01,5.038000e-07,-2.726805e-01,2.400100e-06,-2.734291e-02,
5.039000e-07,-3.120000e-01,5.039000e-07,-2.727228e-01,2.422000e-06,2.157488e-03,
5.040000e-07,-3.120000e-01,5.040000e-07,-2.727459e-01,2.519800e-06,-2.982540e-02,
5.041000e-07,-3.120000e-01,5.041000e-07,-2.727504e-01,2.550900e-06,-6.766220e-03,
5.042000e-07,-3.120000e-01,5.042000e-07,-2.727373e-01,2.627800e-06,-7.023462e-02,
5.043000e-07,-3.000000e-01,5.043000e-07,-2.727073e-01,2.647300e-06,-4.548774e-02,
5.044000e-07,-2.880000e-01,5.044000e-07,-2.726617e-01,2.664500e-06,-8.372783e-02,
5.045000e-07,-2.760000e-01,5.045000e-07,-2.726013e-01,2.682900e-06,-5.778655e-02,
5.046000e-07,-2.760000e-01,5.046000e-07,-2.725272e-01,2.701600e-06,-1.039868e-01,
5.047000e-07,-2.760000e-01,5.047000e-07,-2.724401e-01,2.720400e-06,-6.209209e-02,
5.048000e-07,-2.880000e-01,5.048000e-07,-2.723408e-01,2.756300e-06,-1.079990e-01,
5.049000e-07,-3.000000e-01,5.049000e-07,-2.722301e-01,2.797900e-06,-5.438190e-02,
5.050000e-07,-3.000000e-01,5.050000e-07,-2.721086e-01,2.816400e-06,-7.634160e-02,
5.051000e-07,-3.120000e-01,5.051000e-07,-2.719773e-01,2.895800e-06,-3.385946e-02,
5.052000e-07,-3.240000e-01,5.052000e-07,-2.718367e-01,2.932400e-06,-5.994924e-02,
5.053000e-07,-3.240000e-01,5.053000e-07,-2.716880e-01,3.138600e-06,3.810935e-02,
5.054000e-07,-3.120000e-01,5.054000e-07,-2.715320e-01,3.225300e-06,-8.007400e-03,
5.055000e-07,-3.120000e-01,5.055000e-07,-2.713700e-01,3.396600e-06,7.675153e-02,
5.056000e-07,-3.120000e-01,5.056000e-07,-2.712031e-01,3.427400e-06,4.622103e-02,
5.057000e-07,-3.000000e-01,5.057000e-07,-2.710320e-01,3.585600e-06,1.382957e-01,
5.058000e-07,-3.000000e-01,5.058000e-07,-2.708579e-01,3.615400e-06,8.773499e-02,
5.059000e-07,-2.880000e-01,5.059000e-07,-2.706816e-01,3.664100e-06,1.457101e-01,
5.060000e-07,-2.760000e-01,5.060000e-07,-2.705041e-01,3.717200e-06,9.789780e-02,
5.061000e-07,-2.760000e-01,5.061000e-07,-2.703265e-01,3.785800e-06,1.249866e-01,
5.062000e-07,-2.760000e-01,5.062000e-07,-2.701497e-01,3.971400e-06,5.841604e-02,
5.063000e-07,-2.880000e-01,5.063000e-07,-2.699745e-01,4.132200e-06,1.064497e-01,
5.064000e-07,-2.880000e-01,5.064000e-07,-2.698012e-01,4.471900e-06,4.037664e-02,
5.065000e-07,-3.000000e-01,5.065000e-07,-2.696305e-01,4.501800e-06,6.882859e-02,
5.066000e-07,-3.000000e-01,5.066000e-07,-2.694627e-01,4.537800e-06,3.494015e-02,
5.067000e-07,-3.000000e-01,5.067000e-07,-2.692982e-01,4.568000e-06,5.779374e-02,
5.068000e-07,-3.000000e-01,5.068000e-07,-2.691376e-01,4.731600e-06,1.196316e-02,
5.069000e-07,-3.120000e-01,5.069000e-07,-2.689815e-01,4.760800e-06,3.197682e-02,
5.070000e-07,-3.120000e-01,5.070000e-07,-2.688302e-01,4.786600e-06,6.394761e-03,
5.071000e-07,-3.240000e-01,5.071000e-07,-2.686841e-01,4.844600e-06,4.005399e-02,
