t_seg,v_seg,t_filt,v_filt,t_pks,v_pks,
5.000200e-06,2.000000e-02,5.000200e-06,2.018178e-02,5.698000e-06,-7.663477e-02,
5.000400e-06,4.000000e-02,5.000400e-06,1.918317e-02,5.734600e-06,1.123005e-02,
5.000600e-06,2.000000e-02,5.000600e-06,1.820112e-02,5.787000e-06,-2.745680e-01,
5.000800e-06,-2.000000e-02,5.000800e-06,1.725195e-02,5.838000e-06,-6.389335e-03,
5.001000e-06,-2.000000e-02,5.001000e-06,1.635104e-02,5.879000e-06,-1.400169e-01,
5.001200e-06,-2.000000e-02,5.001200e-06,1.551219e-02,5.939000e-06,7.032189e-02,
5.001400e-06,4.000000e-02,5.001400e-06,1.474720e-02,6.037800e-06,-2.918539e-01,
5.001600e-06,4.000000e-02,5.001600e-06,1.406545e-02,6.159200e-06,2.682160e-02,
5.001800e-06,2.000000e-02,5.001800e-06,1.347422e-02,6.328600e-06,-4.829910e-01,
5.002000e-06,2.000000e-02,5.002000e-06,1.297818e-02,6.512400e-06,9.778289e-02,
5.002200e-06,0.000000e+00,5.002200e-06,1.257922e-02,6.654200e-06,-4.786316e-01,
5.002400e-06,0.000000e+00,5.002400e-06,1.227696e-02,6.737000e-06,3.281613e-01,
5.002600e-06,-2.000000e-02,5.002600e-06,1.206812e-02,6.829000e-06,-3.978293e-01,
5.002800e-06,2.000000e-02,5.002800e-06,1.194728e-02,6.899600e-06,1.028560e-01,
5.003000e-06,6.000000e-02,5.003000e-06,1.190644e-02,6.938400e-06,-4.085480e-01,
5.003200e-06,4.000000e-02,5.003200e-06,1.193582e-02,6.978400e-06,1.946898e-01,
5.003400e-06,2.000000e-02,5.003400e-06,1.202458e-02,7.115400e-06,-4.121199e-01,
5.003600e-06,0.000000e+00,5.003600e-06,1.216071e-02,7.154600e-06,3.878278e-01,
5.003800e-06,-2.000000e-02,5.003800e-06,1.233145e-02,7.182800e-06,-3.553764e-01,
5.004000e-06,0.000000e+00,5.004000e-06,1.252410e-02,7.206600e-06,8.944489e-02,
5.004200e-06,-2.000000e-02,5.004200e-06,1.272597e-02,7.234000e-06,-3.054911e-01,
5.004400e-06,4.000000e-02,5.004400e-06,1.292487e-02,7.260600e-06,8.926688e-02,
5.004600e-06,4.000000e-02,5.004600e-06,1.310921e-02,7.298400e-06,-3.140981e-01,
5.004800e-06,4.000000e-02,5.004800e-06,1.326894e-02,7.393000e-06,4.526951e-01,
5.005000e-06,2.000000e-02,5.005000e-06,1.339531e-02,7.450800e-06,-3.274519e-01,
5.005200e-06,0.000000e+00,5.005200e-06,1.348139e-02,7.487400e-06,1.585489e-01,
5.005400e-06,-2.000000e-02,5.005400e-06,1.352180e-02,7.520400e-06,-2.865504e-01,
5.005600e-06,0.000000e+00,5.005600e-06,1.351318e-02,7.553400e-06,7.626363e-02,
5.005800e-06,0.000000e+00,5.005800e-06,1.345383e-02,7.578000e-06,-2.782366e-01,
5.006000e-06,2.000000e-02,5.006000e-06,1.334384e-02,7.605800e-06,3.904433e-02,
5.006200e-06,6.000000e-02,5.006200e-06,1.318485e-02,7.635200e-06,-1.763795e-01,
5.006400e-06,4.000000e-02,5.006400e-06,1.297988e-02,7.709800e-06,3.367346e-01,
5.006600e-06,0.000000e+00,5.006600e-06,1.273352e-02,7.774200e-06,-2.250237e-01,
5.006800e-06,0.000000e+00,5.006800e-06,1.245155e-02,7.872400e-06,1.502733e-01,
5.007000e-06,-4.000000e-02,5.007000e-06,1.214057e-02,7.908200e-06,-2.269980e-01,
5.007200e-06,-2.000000e-02,5.007200e-06,1.180810e-02,7.968200e-06,7.112713e-02,
5.007400e-06,2.000000e-02,5.007400e-06,1.146177e-02,8.017800e-06,-1.483428e-01,
5.007600e-06,4.000000e-02,5.007600e-06,1.110939e-02,8.058200e-06,1.690212e-01,
5.007800e-06,4.000000e-02,5.007800e-06,1.075864e-02,8.098600e-06,-9.086615e-02,
5.008000e-06,2.000000e-02,5.008000e-06,1.041729e-02,8.176400e-06,1.466753e-01,
5.008200e-06,0.000000e+00,5.008200e-06,1.009266e-02,8.260200e-06,-1.781227e-01,
5.008400e-06,0.000000e+00,5.008400e-06,9.791638e-03,8.449600e-06,1.412002e-01,
5.008600e-06,0.000000e+00,5.008600e-06,9.520435e-03,8.544200e-06,-1.630446e-01,
5.008800e-06,0.000000e+00,5.008800e-06,9.284587e-03,8.607000e-06,3.423452e-01,
5.009000e-06,0.000000e+00,5.009000e-06,9.088432e-03,8.639000e-06,-6.884473e-02,
5.009200e-06,4.000000e-02,5.009200e-06,8.935447e-03,8.674000e-06,3.966005e-01,
5.009400e-06,4.000000e-02,5.009400e-06,8.828087e-03,8.714000e-06,-2.670065e-01,
5.009600e-06,4.000000e-02,5.009600e-06,8.767651e-03,8.763000e-06,7.937121e-01,
5.009800e-06,0.000000e+00,5.009800e-06,8.754574e-03,8.861600e-06,1.790960e-02,
5.010000e-06,-4.000000e-02,5.010000e-06,8.788320e-03,8.907600e-06,8.298688e-02,
5.010200e-06,-4.000000e-02,5.010200e-06,8.867378e-03,8.981800e-06,-1.210785e-01,
5.010400e-06,0.000000e+00,5.010400e-06,8.988912e-03,9.204400e-06,3.154373e-01,
5.010600e-06,4.000000e-02,5.010600e-06,9.149002e-03,9.295800e-06,1.447453e-02,
5.010800e-06,2.000000e-02,5.010800e-06,9.342511e-03,9.393000e-06,1.318829e-01,
5.011000e-06,2.000000e-02,5.011000e-06,9.563844e-03,9.440000e-06,5.646774e-02,
5.011200e-06,2.000000e-02,5.011200e-06,9.806651e-03,9.525600e-06,4.954701e-01,
5.011400e-06,2.000000e-02,5.011400e-06,1.006374e-02,9.568200e-06,-5.363039e-02,
5.011600e-06,0.000000e+00,5.011600e-06,1.032749e-02,9.642600e-06,5.150071e-01,
5.011800e-06,-2.000000e-02,5.011800e-06,1.059007e-02,9.689600e-06,9.624723e-03,
5.012000e-06,0.000000e+00,5.012000e-06,1.084359e-02,9.822000e-06,2.916877e-01,
5.012200e-06,2.000000e-02,5.012200e-06,1.108010e-02,9.880600e-06,1.949028e-02,
5.012400e-06,4.000000e-02,5.012400e-06,1.129176e-02,9.922200e-06,1.128964e-01,
5.012600e-06,4.000000e-02,5.012600e-06,1.147139e-02,,,
5.012800e-06,2.000000e-02,5.012800e-06,1.161236e-02,,,
5.013000e-06,0.000000e+00,5.013000e-06,1.170907e-02,,,
5.013200e-06,-4.000000e-02,5.013200e-06,1.175712e-02,,,
5.013400e-06,-2.000000e-02,5.013400e-06,1.175346e-02,,,
5.013600e-06,0.000000e+00,5.013600e-06,1.169587e-02,,,
5.013800e-06,4.000000e-02,5.013800e-06,1.158364e-02,,,
5.014000e-06,4.000000e-02,5.014000e-06,1.141755e-02,,,
5.014200e-06,2.000000e-02,5.014200e-06,1.120009e-02,,,
5.014400e-06,2.000000e-02,5.014400e-06,1.093534e-02,,,
5.014600e-06,2.000000e-02,5.014600e-06,1.062858e-02,,,
5.014800e-06,-2.000000e-02,5.014800e-06,1.028639e-02,,,
5.015000e-06,0.000000e+00,5.015000e-06,9.916746e-03,,,
5.015200e-06,0.000000e+00,5.015200e-06,9.528098e-03,,,
5.015400e-06,4.000000e-02,5.015400e-06,9.129653e-03,,,
5.015600e-06,4.000000e-02,5.015600e-06,8.730818e-03,,,
5.015800e-06,2.000000e-02,5.015800e-06,8.341220e-03,,,
5.016000e-06,0.000000e+00,5.016000e-06,7.970417e-03,,,
5.016200e-06,-2.000000e-02,5.016200e-06,7.627248e-03,,,
5.016400e-06,-4.000000e-02,5.016400e-06,7.319979e-03,,,
5.016600e-06,-2.000000e-02,5.016600e-06,7.055895e-03,,,
5.016800e-06,2.000000e-02,5.016800e-06,6.840736e-03,,,
5.017000e-06,6.000000e-02,5.017000e-06,6.678702e-03,,,
5.017200e-06,4.000000e-02,5.017200e-06,6.572576e-03,,,
5.017400e-06,0.000000e+00,5.017400e-06,6.524005e-03,,,
5.017600e-06,0.000000e+00,5.017600e-06,6.533197e-03,,,
5.017800e-06,0.000000e+00,5.017800e-06,6.598619e-03,,,
5.018000e-06,-4.000000e-02,5.018000e-06,6.717576e-03,,,
5.018200e-06,-4.000000e-02,5.018200e-06,6.886308e-03,,,
5.018400e-06,2.000000e-02,5.018400e-06,7.099957e-03,,,
5.018600e-06,4.000000e-02,5.018600e-06,7.352519e-03,,,
5.018800e-06,6.000000e-02,5.018800e-06,7.637594e-03,,,
5.019000e-06,4.000000e-02,5.019000e-06,7.948576e-03,,,
5.019200e-06,0.000000e+00,5.019200e-06,8.278875e-03,,,
5.019400e-06,-2.000000e-02,5.019400e-06,8.622152e-03,,,
5.019600e-06,-4.000000e-02,5.019600e-06,8.972202e-03,,,
5.019800e-06,0.000000e+00,5.019800e-06,9.323265e-03,,,
5.020000e-06,2.000000e-02,5.020000e-06,9.669581e-03,,,
5.020200e-06,2.000000e-02,5.020200e-06,1.000585e-02,,,
5.020400e-06,4.000000e-02,5.020400e-06,1.032754e-02,,,
5.020600e-06,2.000000e-02,5.020600e-06,1.063038e-02,,,
5.020800e-06,0.000000e+00,5.020800e-06,1.091063e-02,,,
5.021000e-06,-2.000000e-02,5.021000e-06,1.116483e-02,,,
5.021200e-06,0.000000e+00,5.021200e-06,1.138964e-02,,,
5.021400e-06,0.000000e+00,5.021400e-06,1.158179e-02,,,
5.021600e-06,6.000000e-02,5.021600e-06,1.173803e-02,,,
5.021800e-06,4.000000e-02,5.021800e-06,1.185471e-02,,,
5.022000e-06,2.000000e-02,5.022000e-06,1.192855e-02,,,
5.022200e-06,2.000000e-02,5.022200e-06,1.195608e-02,,,
5.022400e-06,0.000000e+00,5.022400e-06,1.193366e-02,,,
5.022600e-06,-2.000000e-02,5.022600e-06,1.185786e-02,,,
5.022800e-06,-2.000000e-02,5.022800e-06,1.172548e-02,,,
5.023000e-06,0.000000e+00,5.023000e-06,1.153350e-02,,,
5.023200e-06,2.000000e-02,5.023200e-06,1.127935e-02,,,
5.023400e-06,4.000000e-02,5.023400e-06,1.096139e-02,,,
5.023600e-06,2.000000e-02,5.023600e-06,1.057906e-02,,,
5.023800e-06,0.000000e+00,5.023800e-06,1.013341e-02,,,
5.024000e-06,0.000000e+00,5.024000e-06,9.626900e-03,,,
5.024200e-06,0.000000e+00,5.024200e-06,9.063983e-03,,,
5.024400e-06,-2.000000e-02,5.024400e-06,8.450963e-03,,,
5.024600e-06,0.000000e+00,5.024600e-06,7.796352e-03,,,
5.024800e-06,4.000000e-02,5.024800e-06,7.110723e-03,,,
5.025000e-06,4.000000e-02,5.025000e-06,6.406544e-03,,,
5.025200e-06,4.000000e-02,5.025200e-06,5.698229e-03,,,
5.025400e-06,2.000000e-02,5.025400e-06,5.001982e-03,,,
5.025600e-06,-4.000000e-02,5.025600e-06,4.335243e-03,,,
5.025800e-06,-4.000000e-02,5.025800e-06,3.716586e-03,,,
5.026000e-06,-2.000000e-02,5.026000e-06,3.164669e-03,,,
5.026200e-06,2.000000e-02,5.026200e-06,2.697584e-03,,,
5.026400e-06,4.000000e-02,5.026400e-06,2.332490e-03,,,
5.026600e-06,0.000000e+00,5.026600e-06,2.085042e-03,,,
5.026800e-06,4.000000e-02,5.026800e-06,1.968967e-03,,,
5.027000e-06,2.000000e-02,5.027000e-06,1.994911e-03,,,
5.027200e-06,-4.000000e-02,5.027200e-06,2.170424e-03,,,
5.027400e-06,-6.000000e-02,5.027400e-06,2.499565e-03,,,
5.027600e-06,0.000000e+00,5.027600e-06,2.982083e-03,,,
5.027800e-06,4.000000e-02,5.027800e-06,3.612898e-03,,,
5.028000e-06,4.000000e-02,5.028000e-06,4.382828e-03,,,
5.028200e-06,2.000000e-02,5.028200e-06,5.278592e-03,,,
5.028400e-06,0.000000e+00,5.028400e-06,6.282959e-03,,,
5.028600e-06,0.000000e+00,5.028600e-06,7.375144e-03,,,
5.028800e-06,-2.000000e-02,5.028800e-06,8.531231e-03,,,
5.029000e-06,-2.000000e-02,5.029000e-06,9.724982e-03,,,
5.029200e-06,0.000000e+00,5.029200e-06,1.092827e-02,,,
5.029400e-06,2.000000e-02,5.029400e-06,1.211209e-02,,,
5.029600e-06,4.000000e-02,5.029600e-06,1.324764e-02,,,
5.029800e-06,6.000000e-02,5.029800e-06,1.430685e-02,,,
5.030000e-06,0.000000e+00,5.030000e-06,1.526354e-02,,,
5.030200e-06,-2.000000e-02,5.030200e-06,1.609455e-02,,,
5.030400e-06,-2.000000e-02,5.030400e-06,1.678004e-02,,,
5.030600e-06,-2.000000e-02,5.030600e-06,1.730426e-02,,,
5.030800e-06,2.000000e-02,5.030800e-06,1.765606e-02,,,
5.031000e-06,8.000000e-02,5.031000e-06,1.782881e-02,,,
5.031200e-06,8.000000e-02,5.031200e-06,1.782067e-02,,,
5.031400e-06,4.000000e-02,5.031400e-06,1.763526e-02,,,
5.031600e-06,2.000000e-02,5.031600e-06,1.728134e-02,,,
5.031800e-06,2.000000e-02,5.031800e-06,1.677231e-02,,,
5.032000e-06,-2.000000e-02,5.032000e-06,1.612535e-02,,,
5.032200e-06,-4.000000e-02,5.032200e-06,1.536117e-02,,,
5.032400e-06,2.000000e-02,5.032400e-06,1.450292e-02,,,
5.032600e-06,2.000000e-02,5.032600e-06,1.357494e-02,,,
5.032800e-06,6.000000e-02,5.032800e-06,1.260267e-02,,,
5.033000e-06,4.000000e-02,5.033000e-06,1.161128e-02,,,
5.033200e-06,0.000000e+00,5.033200e-06,1.062557e-02,,,
5.033400e-06,-4.000000e-02,5.033400e-06,9.668684e-03,,,
5.033600e-06,-4.000000e-02,5.033600e-06,8.761241e-03,,,
5.033800e-06,-4.000000e-02,5.033800e-06,7.920620e-03,,,
5.034000e-06,2.000000e-02,5.034000e-06,7.160526e-03,,,
5.034200e-06,4.000000e-02,5.034200e-06,6.490475e-03,,,
5.034400e-06,4.000000e-02,5.034400e-06,5.916163e-03,,,
5.034600e-06,4.000000e-02,5.034600e-06,5.439335e-03,,,
5.034800e-06,2.000000e-02,5.034800e-06,5.058154e-03,,,
5.035000e-06,-2.000000e-02,5.035000e-06,4.767188e-03,,,
5.035200e-06,-2.000000e-02,5.035200e-06,4.558088e-03,,,
5.035400e-06,-2.000000e-02,5.035400e-06,4.419553e-03,,,
5.035600e-06,0.000000e+00,5.035600e-06,4.338309e-03,,,
5.035800e-06,4.000000e-02,5.035800e-06,4.299697e-03,,,
5.036000e-06,4.000000e-02,5.036000e-06,4.288454e-03,,,
5.036200e-06,2.000000e-02,5.036200e-06,4.289633e-03,,,
5.036400e-06,0.000000e+00,5.036400e-06,4.289332e-03,,,
5.036600e-06,0.000000e+00,5.036600e-06,4.275244e-03,,,
5.036800e-06,-4.000000e-02,5.036800e-06,4.236648e-03,,,
5.037000e-06,-4.000000e-02,5.037000e-06,4.165389e-03,,,
5.037200e-06,0.000000e+00,5.037200e-06,4.055815e-03,,,
5.037400e-06,4.000000e-02,5.037400e-06,3.904699e-03,,,
5.037600e-06,6.000000e-02,5.037600e-06,3.711976e-03,,,
5.037800e-06,0.000000e+00,5.037800e-06,3.480576e-03,,,
5.038000e-06,0.000000e+00,5.038000e-06,3.216362e-03,,,
5.038200e-06,-4.000000e-02,5.038200e-06,2.927175e-03,,,
5.038400e-06,-4.000000e-02,5.038400e-06,2.622982e-03,,,
5.038600e-06,0.000000e+00,5.038600e-06,2.314805e-03,,,
5.038800e-06,6.000000e-02,5.038800e-06,2.014341e-03,,,
5.039000e-06,2.000000e-02,5.039000e-06,1.733413e-03,,,
5.039200e-06,2.000000e-02,5.039200e-06,1.484149e-03,,,
5.039400e-06,2.000000e-02,5.039400e-06,1.277667e-03,,,
5.039600e-06,-4.000000e-02,5.039600e-06,1.123821e-03,,,
5.039800e-06,-4.000000e-02,5.039800e-06,1.030969e-03,,,
5.040000e-06,-4.000000e-02,5.040000e-06,1.005199e-03,,,
5.040200e-06,0.000000e+00,5.040200e-06,1.049963e-03,,,
5.040400e-06,2.000000e-02,5.040400e-06,1.165999e-03,,,
5.040600e-06,6.000000e-02,5.040600e-06,1.351732e-03,,,
5.040800e-06,2.000000e-02,5.040800e-06,1.603057e-03,,,
5.041000e-06,0.000000e+00,5.041000e-06,1.914094e-03,,,
5.041200e-06,0.000000e+00,5.041200e-06,2.276846e-03,,,
5.041400e-06,-2.000000e-02,5.041400e-06,2.681650e-03,,,
5.041600e-06,-2.000000e-02,5.041600e-06,3.117746e-03,,,
5.041800e-06,0.000000e+00,5.041800e-06,3.573531e-03,,,
5.042000e-06,2.000000e-02,5.042000e-06,4.036891e-03,,,
5.042200e-06,4.000000e-02,5.042200e-06,4.495975e-03,,,
5.042400e-06,0.000000e+00,5.042400e-06,4.939788e-03,,,
5.042600e-06,0.000000e+00,5.042600e-06,5.358893e-03,,,
5.042800e-06,-4.000000e-02,5.042800e-06,5.745158e-03,,,
5.043000e-06,-2.000000e-02,5.043000e-06,6.092560e-03,,,
5.043200e-06,0.000000e+00,5.043200e-06,6.396830e-03,,,
5.043400e-06,4.000000e-02,5.043400e-06,6.655826e-03,,,
5.043600e-06,4.000000e-02,5.043600e-06,6.869405e-03,,,
5.043800e-06,4.000000e-02,5.043800e-06,7.039820e-03,,,
5.044000e-06,2.000000e-02,5.044000e-06,7.171329e-03,,,
5.044200e-06,0.000000e+00,5.044200e-06,7.269971e-03,,,
5.044400e-06,-2.000000e-02,5.044400e-06,7.343099e-03,,,
5.044600e-06,-2.000000e-02,5.044600e-06,7.399014e-03,,,
5.044800e-06,-2.000000e-02,5.044800e-06,7.446393e-03,,,
5.045000e-06,2.000000e-02,5.045000e-06,7.493639e-03,,,
5.045200e-06,2.000000e-02,5.045200e-06,7.548416e-03,,,
5.045400e-06,2.000000e-02,5.045400e-06,7.617827e-03,,,
5.045600e-06,0.000000e+00,5.045600e-06,7.707438e-03,,,
5.045800e-06,0.000000e+00,5.045800e-06,7.821283e-03,,,
5.046000e-06,0.000000e+00,5.046000e-06,7.961281e-03,,,
5.046200e-06,-2.000000e-02,5.046200e-06,8.127175e-03,,,
5.046400e-06,0.000000e+00,5.046400e-06,8.316556e-03,,,
5.046600e-06,4.000000e-02,5.046600e-06,8.524455e-03,,,
5.046800e-06,6.000000e-02,5.046800e-06,8.743721e-03,,,
5.047000e-06,4.000000e-02,5.047000e-06,8.965688e-03,,,
5.047200e-06,0.000000e+00,5.047200e-06,9.180666e-03,,,
5.047400e-06,0.000000e+00,5.047400e-06,9.378244e-03,,,
5.047600e-06,-2.000000e-02,5.047600e-06,9.547449e-03,,,
