t_seg,v_seg,t_filt,v_filt,t_pks,v_pks,
6.000200e-06,0.000000e+00,6.000200e-06,-4.065758e-19,6.560000e-06,2.986992e-02,
6.000400e-06,-2.000000e-02,6.000400e-06,-2.508073e-04,7.005800e-06,-5.736164e-02,
6.000600e-06,-2.000000e-02,6.000600e-06,-5.255937e-04,7.661400e-06,3.773552e-01,
6.000800e-06,-2.000000e-02,6.000800e-06,-8.469741e-04,8.082400e-06,-2.337208e-01,
6.001000e-06,-2.000000e-02,6.001000e-06,-1.234947e-03,8.213200e-06,3.304732e-01,
6.001200e-06,4.000000e-02,6.001200e-06,-1.705653e-03,8.368200e-06,-1.501900e-01,
6.001400e-06,4.000000e-02,6.001400e-06,-2.270363e-03,8.474600e-06,3.134843e-01,
6.001600e-06,2.000000e-02,6.001600e-06,-2.934020e-03,8.559400e-06,-2.201875e-01,
6.001800e-06,-2.000000e-02,6.001800e-06,-3.694965e-03,8.652000e-06,2.690663e-01,
6.002000e-06,-2.000000e-02,6.002000e-06,-4.544624e-03,8.711400e-06,-1.957881e-01,
6.002200e-06,-4.000000e-02,6.002200e-06,-5.468304e-03,8.780800e-06,2.052163e-01,
6.002400e-06,-2.000000e-02,6.002400e-06,-6.444992e-03,8.856400e-06,-1.362108e-01,
6.002600e-06,0.000000e+00,6.002600e-06,-7.448642e-03,8.930400e-06,2.425257e-01,
6.002800e-06,-2.000000e-02,6.002800e-06,-8.448828e-03,8.989600e-06,-2.296289e-01,
6.003000e-06,4.000000e-02,6.003000e-06,-9.411728e-03,9.049600e-06,2.209494e-01,
6.003200e-06,2.000000e-02,6.003200e-06,-1.030195e-02,9.114400e-06,-2.147127e-01,
6.003400e-06,-2.000000e-02,6.003400e-06,-1.108309e-02,9.167400e-06,2.985601e-01,
6.003600e-06,-2.000000e-02,6.003600e-06,-1.171988e-02,9.217800e-06,-3.223903e-01,
6.003800e-06,-4.000000e-02,6.003800e-06,-1.218002e-02,9.259200e-06,3.075305e-01,
6.004000e-06,-2.000000e-02,6.004000e-06,-1.243551e-02,9.299800e-06,-2.409330e-01,
6.004200e-06,0.000000e+00,6.004200e-06,-1.246394e-02,9.339200e-06,1.890114e-01,
6.004400e-06,0.000000e+00,6.004400e-06,-1.224942e-02,9.376800e-06,-1.576178e-01,
6.004600e-06,0.000000e+00,6.004600e-06,-1.178350e-02,9.411800e-06,6.746189e-02,
6.004800e-06,-2.000000e-02,6.004800e-06,-1.106576e-02,9.437600e-06,-1.162035e-01,
6.005000e-06,-4.000000e-02,6.005000e-06,-1.010386e-02,9.471800e-06,6.830389e-02,
6.005200e-06,-2.000000e-02,6.005200e-06,-8.913555e-03,9.502800e-06,-9.200970e-02,
