t_seg,v_seg,t_filt,v_filt,t_pks,v_pks,
6.000200e-06,6.000000e-02,6.000200e-06,6.054535e-02,6.542200e-06,-5.700901e-03,
6.000400e-06,4.000000e-02,6.000400e-06,5.470237e-02,6.997200e-06,6.385113e-02,
6.000600e-06,0.000000e+00,6.000600e-06,4.894461e-02,7.217200e-06,-8.736300e-02,
6.000800e-06,0.000000e+00,6.000800e-06,4.335495e-02,7.809600e-06,4.641547e-01,
6.001000e-06,0.000000e+00,6.001000e-06,3.801165e-02,7.889800e-06,3.815359e-01,
6.001200e-06,2.000000e-02,6.001200e-06,3.298616e-02,7.999000e-06,5.031047e-01,
6.001400e-06,2.000000e-02,6.001400e-06,2.834110e-02,8.176400e-06,-2.976609e-01,
6.001600e-06,4.000000e-02,6.001600e-06,2.412884e-02,8.331000e-06,6.184878e-01,
6.001800e-06,4.000000e-02,6.001800e-06,2.039011e-02,8.450600e-06,-3.273933e-01,
6.002000e-06,6.000000e-02,6.002000e-06,1.715352e-02,8.538000e-06,5.398182e-01,
6.002200e-06,2.000000e-02,6.002200e-06,1.443485e-02,8.627800e-06,-2.931150e-01,
6.002400e-06,-2.000000e-02,6.002400e-06,1.223752e-02,8.699000e-06,4.448093e-01,
6.002600e-06,-4.000000e-02,6.002600e-06,1.055249e-02,8.795200e-06,-3.113365e-01,
6.002800e-06,0.000000e+00,6.002800e-06,9.359004e-03,8.873600e-06,4.337376e-01,
6.003000e-06,4.000000e-02,6.003000e-06,8.625372e-03,8.940800e-06,-3.353142e-01,
6.003200e-06,4.000000e-02,6.003200e-06,8.310922e-03,9.007800e-06,2.041777e-01,
6.003400e-06,4.000000e-02,6.003400e-06,8.367621e-03,9.064000e-06,-2.203167e-01,
6.003600e-06,4.000000e-02,6.003600e-06,8.741932e-03,9.131600e-06,2.934325e-01,
6.003800e-06,-2.000000e-02,6.003800e-06,9.376804e-03,9.196400e-06,-2.943190e-01,
6.004000e-06,-2.000000e-02,6.004000e-06,1.021369e-02,9.245800e-06,2.447883e-01,
6.004200e-06,-4.000000e-02,6.004200e-06,1.119407e-02,9.296400e-06,-1.885802e-01,
6.004400e-06,2.000000e-02,6.004400e-06,1.226170e-02,9.335800e-06,7.561952e-02,
6.004600e-06,4.000000e-02,6.004600e-06,1.336343e-02,9.379000e-06,-1.967672e-01,
6.004800e-06,6.000000e-02,6.004800e-06,1.445142e-02,9.415400e-06,6.531198e-02,
6.005000e-06,4.000000e-02,6.005000e-06,1.548414e-02,9.453800e-06,-2.562320e-01,
6.005200e-06,2.000000e-02,6.005200e-06,1.642709e-02,9.495400e-06,1.205892e-01,
6.005400e-06,0.000000e+00,6.005400e-06,1.725346e-02,9.535600e-06,-2.899662e-01,
6.005600e-06,-2.000000e-02,6.005600e-06,1.794435e-02,9.579000e-06,7.608957e-02,
6.005800e-06,0.000000e+00,6.005800e-06,1.848876e-02,9.622400e-06,-2.880275e-01,
6.006000e-06,0.000000e+00,6.006000e-06,1.888266e-02,9.668600e-06,3.310840e-02,
6.006200e-06,2.000000e-02,6.006200e-06,1.912865e-02,9.712200e-06,-2.259760e-01,
6.006400e-06,4.000000e-02,6.006400e-06,1.923520e-02,9.764600e-06,7.554909e-04,
6.006600e-06,2.000000e-02,6.006600e-06,1.921572e-02,9.810600e-06,-2.191095e-01,
6.006800e-06,0.000000e+00,6.006800e-06,1.908745e-02,9.843200e-06,7.659805e-02,
6.007000e-06,0.000000e+00,6.007000e-06,1.887026e-02,9.884400e-06,-2.904837e-01,
6.007200e-06,2.000000e-02,6.007200e-06,1.858560e-02,9.927200e-06,2.675204e-02,
6.007400e-06,2.000000e-02,6.007400e-06,1.825505e-02,9.965400e-06,-2.088678e-01,
6.007600e-06,4.000000e-02,6.007600e-06,1.789964e-02,1.004220e-05,-2.390214e-02,
6.007800e-06,6.000000e-02,6.007800e-06,1.753884e-02,1.007880e-05,-2.662021e-01,
6.008000e-06,4.000000e-02,6.008000e-06,1.718958e-02,1.011640e-05,8.335402e-02,
6.008200e-06,0.000000e+00,6.008200e-06,1.686598e-02,1.015820e-05,-3.451685e-01,
6.008400e-06,0.000000e+00,6.008400e-06,1.657923e-02,1.019820e-05,9.890444e-02,
6.008600e-06,0.000000e+00,6.008600e-06,1.633687e-02,1.024860e-05,-3.472608e-01,
6.008800e-06,-2.000000e-02,6.008800e-06,1.614300e-02,1.029580e-05,1.367628e-05,
6.009000e-06,0.000000e+00,6.009000e-06,1.599865e-02,1.034640e-05,-1.805808e-01,
6.009200e-06,4.000000e-02,6.009200e-06,1.590173e-02,1.042760e-05,-8.561937e-02,
6.009400e-06,4.000000e-02,6.009400e-06,1.584735e-02,1.050680e-05,-2.337326e-01,
6.009600e-06,4.000000e-02,6.009600e-06,1.582866e-02,1.084880e-05,-1.112944e-01,
6.009800e-06,4.000000e-02,6.009800e-06,1.583754e-02,,,
6.010000e-06,0.000000e+00,6.010000e-06,1.586509e-02,,,
6.010200e-06,-2.000000e-02,6.010200e-06,1.590248e-02,,,
6.010400e-06,-4.000000e-02,6.010400e-06,1.594108e-02,,,
6.010600e-06,0.000000e+00,6.010600e-06,1.597324e-02,,,
6.010800e-06,6.000000e-02,6.010800e-06,1.599220e-02,,,
6.011000e-06,4.000000e-02,6.011000e-06,1.599257e-02,,,
6.011200e-06,2.000000e-02,6.011200e-06,1.597106e-02,,,
6.011400e-06,0.000000e+00,6.011400e-06,1.592584e-02,,,
6.011600e-06,2.000000e-02,6.011600e-06,1.585698e-02,,,
6.011800e-06,0.000000e+00,6.011800e-06,1.576629e-02,,,
6.012000e-06,2.000000e-02,6.012000e-06,1.565695e-02,,,
6.012200e-06,4.000000e-02,6.012200e-06,1.553312e-02,,,
6.012400e-06,4.000000e-02,6.012400e-06,1.539974e-02,,,
6.012600e-06,4.000000e-02,6.012600e-06,1.526217e-02,,,
6.012800e-06,4.000000e-02,6.012800e-06,1.512594e-02,,,
6.013000e-06,0.000000e+00,6.013000e-06,1.499634e-02,,,
6.013200e-06,-4.000000e-02,6.013200e-06,1.487832e-02,,,
6.013400e-06,-4.000000e-02,6.013400e-06,1.477625e-02,,,
6.013600e-06,0.000000e+00,6.013600e-06,1.469349e-02,,,
6.013800e-06,2.000000e-02,6.013800e-06,1.463227e-02,,,
6.014000e-06,4.000000e-02,6.014000e-06,1.459389e-02,,,
6.014200e-06,4.000000e-02,6.014200e-06,1.457873e-02,,,
6.014400e-06,2.000000e-02,6.014400e-06,1.458653e-02,,,
6.014600e-06,0.000000e+00,6.014600e-06,1.461655e-02,,,
6.014800e-06,-2.000000e-02,6.014800e-06,1.466774e-02,,,
6.015000e-06,2.000000e-02,6.015000e-06,1.473896e-02,,,
6.015200e-06,0.000000e+00,6.015200e-06,1.482897e-02,,,
6.015400e-06,2.000000e-02,6.015400e-06,1.493694e-02,,,
6.015600e-06,4.000000e-02,6.015600e-06,1.506219e-02,,,
6.015800e-06,4.000000e-02,6.015800e-06,1.520438e-02,,,
6.016000e-06,4.000000e-02,6.016000e-06,1.536410e-02,,,
