t_seg,v_seg,t_filt,v_filt,t_pks,v_pks,
6.000500e-07,-1.680000e-01,6.000500e-07,-1.735649e-01,6.957000e-07,-1.749402e-02,
6.001000e-07,-1.800000e-01,6.001000e-07,-1.727587e-01,6.979000e-07,-9.369772e-02,
6.001500e-07,-1.800000e-01,6.001500e-07,-1.719615e-01,6.995500e-07,-2.480596e-02,
6.002000e-07,-1.800000e-01,6.002000e-07,-1.711827e-01,7.013500e-07,-1.183188e-01,
6.002500e-07,-1.800000e-01,6.002500e-07,-1.704311e-01,7.032500e-07,-2.902006e-02,
6.003000e-07,-1.800000e-01,6.003000e-07,-1.697154e-01,7.055500e-07,-1.174211e-01,
6.003500e-07,-1.680000e-01,6.003500e-07,-1.690435e-01,7.084500e-07,-6.136507e-02,
6.004000e-07,-1.680000e-01,6.004000e-07,-1.684232e-01,7.114500e-07,-1.364044e-01,
6.004500e-07,-1.680000e-01,6.004500e-07,-1.678612e-01,7.151500e-07,-6.525937e-02,
6.005000e-07,-1.680000e-01,6.005000e-07,-1.673636e-01,7.181500e-07,-1.283852e-01,
6.005500e-07,-1.680000e-01,6.005500e-07,-1.669355e-01,7.215000e-07,-7.107783e-02,
6.006000e-07,-1.680000e-01,6.006000e-07,-1.665813e-01,7.260500e-07,-1.351311e-01,
6.006500e-07,-1.680000e-01,6.006500e-07,-1.663041e-01,7.528500e-07,-3.626336e-02,
6.007000e-07,-1.680000e-01,6.007000e-07,-1.661062e-01,7.931500e-07,-1.149511e-01,
6.007500e-07,-1.680000e-01,6.007500e-07,-1.659888e-01,7.963000e-07,-9.316280e-02,
6.008000e-07,-1.560000e-01,6.008000e-07,-1.659521e-01,8.031500e-07,-1.217682e-01,
6.008500e-07,-1.560000e-01,6.008500e-07,-1.659952e-01,8.368000e-07,-7.273619e-03,
6.009000e-07,-1.560000e-01,6.009000e-07,-1.661163e-01,8.424000e-07,-2.785275e-02,
6.009500e-07,-1.440000e-01,6.009500e-07,-1.663125e-01,8.492000e-07,1.576241e-02,
6.010000e-07,-1.440000e-01,6.010000e-07,-1.665801e-01,8.547500e-07,-7.594752e-03,
6.010500e-07,-1.440000e-01,6.010500e-07,-1.669144e-01,8.609500e-07,2.856453e-02,
6.011000e-07,-1.440000e-01,6.011000e-07,-1.673101e-01,8.715000e-07,-1.849362e-02,
6.011500e-07,-1.440000e-01,6.011500e-07,-1.677610e-01,8.818000e-07,2.960686e-02,
6.012000e-07,-1.440000e-01,6.012000e-07,-1.682604e-01,8.916000e-07,-1.414353e-02,
6.012500e-07,-1.440000e-01,6.012500e-07,-1.688013e-01,9.119000e-07,2.142359e-01,
6.013000e-07,-1.560000e-01,6.013000e-07,-1.693759e-01,9.484000e-07,-1.062081e-01,
6.013500e-07,-1.560000e-01,6.013500e-07,-1.699764e-01,9.671500e-07,1.110600e-01,
6.014000e-07,-1.680000e-01,6.014000e-07,-1.705949e-01,9.866500e-07,-1.584902e-02,
6.014500e-07,-1.680000e-01,6.014500e-07,-1.712232e-01,9.885500e-07,4.884598e-03,
6.015000e-07,-1.680000e-01,6.015000e-07,-1.718534e-01,1.006450e-06,-1.232137e-01,
6.015500e-07,-1.800000e-01,6.015500e-07,-1.724780e-01,1.045400e-06,5.560048e-02,
6.016000e-07,-1.800000e-01,6.016000e-07,-1.730894e-01,1.076000e-06,-1.582257e-01,
6.016500e-07,-1.800000e-01,6.016500e-07,-1.736809e-01,1.094400e-06,-8.296157e-03,
6.017000e-07,-1.800000e-01,6.017000e-07,-1.742458e-01,1.111700e-06,-1.254117e-01,
6.017500e-07,-1.920000e-01,6.017500e-07,-1.747786e-01,1.127350e-06,-6.144664e-02,
6.018000e-07,-1.920000e-01,6.018000e-07,-1.752739e-01,1.141100e-06,-1.090081e-01,
6.018500e-07,-1.920000e-01,6.018500e-07,-1.757271e-01,1.155450e-06,-7.839225e-02,
6.019000e-07,-1.800000e-01,6.019000e-07,-1.761346e-01,1.166500e-06,-1.225263e-01,
6.019500e-07,-1.800000e-01,6.019500e-07,-1.764934e-01,1.173900e-06,-7.866667e-02,
6.020000e-07,-1.800000e-01,6.020000e-07,-1.768016e-01,1.179350e-06,-1.175244e-01,
6.020500e-07,-1.800000e-01,6.020500e-07,-1.770577e-01,1.183300e-06,-8.434819e-02,
6.021000e-07,-1.800000e-01,6.021000e-07,-1.772611e-01,1.184950e-06,-1.352707e-01,
6.021500e-07,-1.680000e-01,6.021500e-07,-1.774120e-01,1.186750e-06,-7.156773e-02,
6.022000e-07,-1.680000e-01,6.022000e-07,-1.775115e-01,1.188900e-06,-1.021903e-01,
6.022500e-07,-1.680000e-01,6.022500e-07,-1.775610e-01,1.191300e-06,-8.169306e-02,
6.023000e-07,-1.680000e-01,6.023000e-07,-1.775629e-01,1.194250e-06,-1.460212e-01,
6.023500e-07,-1.680000e-01,6.023500e-07,-1.775199e-01,1.196250e-06,-9.910794e-02,
6.024000e-07,-1.680000e-01,6.024000e-07,-1.774355e-01,,,
6.024500e-07,-1.680000e-01,6.024500e-07,-1.773133e-01,,,
6.025000e-07,-1.560000e-01,6.025000e-07,-1.771576e-01,,,
6.025500e-07,-1.560000e-01,6.025500e-07,-1.769727e-01,,,
6.026000e-07,-1.560000e-01,6.026000e-07,-1.767634e-01,,,
6.026500e-07,-1.560000e-01,6.026500e-07,-1.765344e-01,,,
6.027000e-07,-1.680000e-01,6.027000e-07,-1.762904e-01,,,
6.027500e-07,-1.680000e-01,6.027500e-07,-1.760359e-01,,,
6.028000e-07,-1.680000e-01,6.028000e-07,-1.757753e-01,,,
6.028500e-07,-1.680000e-01,6.028500e-07,-1.755131e-01,,,
6.029000e-07,-1.680000e-01,6.029000e-07,-1.752535e-01,,,
6.029500e-07,-1.680000e-01,6.029500e-07,-1.750001e-01,,,
6.030000e-07,-1.680000e-01,6.030000e-07,-1.747567e-01,,,
6.030500e-07,-1.560000e-01,6.030500e-07,-1.745262e-01,,,
6.031000e-07,-1.560000e-01,6.031000e-07,-1.743116e-01,,,
6.031500e-07,-1.560000e-01,6.031500e-07,-1.741150e-01,,,
6.032000e-07,-1.680000e-01,6.032000e-07,-1.739384e-01,,,
6.032500e-07,-1.680000e-01,6.032500e-07,-1.737829e-01,,,
6.033000e-07,-1.680000e-01,6.033000e-07,-1.736493e-01,,,
6.033500e-07,-1.800000e-01,6.033500e-07,-1.735382e-01,,,
6.034000e-07,-1.800000e-01,6.034000e-07,-1.734493e-01,,,
6.034500e-07,-1.800000e-01,6.034500e-07,-1.733822e-01,,,
6.035000e-07,-1.800000e-01,6.035000e-07,-1.733359e-01,,,
6.035500e-07,-1.800000e-01,6.035500e-07,-1.733094e-01,,,
6.036000e-07,-1.800000e-01,6.036000e-07,-1.733012e-01,,,
6.036500e-07,-1.800000e-01,6.036500e-07,-1.733094e-01,,,
6.037000e-07,-1.800000e-01,6.037000e-07,-1.733322e-01,,,
6.037500e-07,-1.680000e-01,6.037500e-07,-1.733673e-01,,,
6.038000e-07,-1.680000e-01,6.038000e-07,-1.734126e-01,,,
6.038500e-07,-1.680000e-01,6.038500e-07,-1.734657e-01,,,
6.039000e-07,-1.680000e-01,6.039000e-07,-1.735241e-01,,,
6.039500e-07,-1.680000e-01,6.039500e-07,-1.735855e-01,,,
6.040000e-07,-1.680000e-01,6.040000e-07,-1.736473e-01,,,
6.040500e-07,-1.680000e-01,6.040500e-07,-1.737073e-01,,,
6.041000e-07,-1.680000e-01,6.041000e-07,-1.737631e-01,,,
6.041500e-07,-1.680000e-01,6.041500e-07,-1.738126e-01,,,
6.042000e-07,-1.680000e-01,6.042000e-07,-1.738540e-01,,,
6.042500e-07,-1.560000e-01,6.042500e-07,-1.738853e-01,,,
6.043000e-07,-1.560000e-01,6.043000e-07,-1.739053e-01,,,
6.043500e-07,-1.560000e-01,6.043500e-07,-1.739125e-01,,,
6.044000e-07,-1.680000e-01,6.044000e-07,-1.739059e-01,,,
6.044500e-07,-1.680000e-01,6.044500e-07,-1.738845e-01,,,
6.045000e-07,-1.680000e-01,6.045000e-07,-1.738479e-01,,,
6.045500e-07,-1.680000e-01,6.045500e-07,-1.737956e-01,,,
6.046000e-07,-1.680000e-01,6.046000e-07,-1.737276e-01,,,
6.046500e-07,-1.680000e-01,6.046500e-07,-1.736441e-01,,,
6.047000e-07,-1.680000e-01,6.047000e-07,-1.735455e-01,,,
6.047500e-07,-1.680000e-01,6.047500e-07,-1.734325e-01,,,
6.048000e-07,-1.680000e-01,6.048000e-07,-1.733060e-01,,,
6.048500e-07,-1.680000e-01,6.048500e-07,-1.731672e-01,,,
6.049000e-07,-1.680000e-01,6.049000e-07,-1.730174e-01,,,
6.049500e-07,-1.680000e-01,6.049500e-07,-1.728582e-01,,,
6.050000e-07,-1.560000e-01,6.050000e-07,-1.726912e-01,,,
6.050500e-07,-1.560000e-01,6.050500e-07,-1.725184e-01,,,
6.051000e-07,-1.560000e-01,6.051000e-07,-1.723417e-01,,,
6.051500e-07,-1.680000e-01,6.051500e-07,-1.721630e-01,,,
6.052000e-07,-1.680000e-01,6.052000e-07,-1.719842e-01,,,
6.052500e-07,-1.680000e-01,6.052500e-07,-1.718073e-01,,,
6.053000e-07,-1.800000e-01,6.053000e-07,-1.716342e-01,,,
6.053500e-07,-1.800000e-01,6.053500e-07,-1.714669e-01,,,
6.054000e-07,-1.800000e-01,6.054000e-07,-1.713074e-01,,,
6.054500e-07,-1.800000e-01,6.054500e-07,-1.711576e-01,,,
6.055000e-07,-1.800000e-01,6.055000e-07,-1.710194e-01,,,
6.055500e-07,-1.680000e-01,6.055500e-07,-1.708946e-01,,,
6.056000e-07,-1.680000e-01,6.056000e-07,-1.707851e-01,,,
6.056500e-07,-1.560000e-01,6.056500e-07,-1.706923e-01,,,
6.057000e-07,-1.560000e-01,6.057000e-07,-1.706179e-01,,,
6.057500e-07,-1.560000e-01,6.057500e-07,-1.705631e-01,,,
6.058000e-07,-1.560000e-01,6.058000e-07,-1.705290e-01,,,
6.058500e-07,-1.560000e-01,6.058500e-07,-1.705162e-01,,,
6.059000e-07,-1.560000e-01,6.059000e-07,-1.705253e-01,,,
