t_seg,v_seg,t_filt,v_filt,t_pks,v_pks,
6.000500e-07,-1.520000e-01,6.000500e-07,-1.570349e-01,6.912000e-07,-5.834035e-02,
6.001000e-07,-1.480000e-01,6.001000e-07,-1.558321e-01,6.929500e-07,-1.758926e-01,
6.001500e-07,-1.460000e-01,6.001500e-07,-1.546357e-01,6.944500e-07,-9.604649e-02,
6.002000e-07,-1.440000e-01,6.002000e-07,-1.534519e-01,6.960000e-07,-1.871788e-01,
6.002500e-07,-1.420000e-01,6.002500e-07,-1.522868e-01,6.977000e-07,-7.187083e-02,
6.003000e-07,-1.400000e-01,6.003000e-07,-1.511465e-01,6.993500e-07,-1.957533e-01,
6.003500e-07,-1.400000e-01,6.003500e-07,-1.500366e-01,7.012000e-07,-5.661127e-02,
6.004000e-07,-1.400000e-01,6.004000e-07,-1.489627e-01,7.032500e-07,-1.831072e-01,
6.004500e-07,-1.380000e-01,6.004500e-07,-1.479298e-01,7.054500e-07,-5.760196e-02,
6.005000e-07,-1.380000e-01,6.005000e-07,-1.469427e-01,7.078500e-07,-1.947757e-01,
6.005500e-07,-1.380000e-01,6.005500e-07,-1.460057e-01,7.104000e-07,-6.359448e-02,
6.006000e-07,-1.380000e-01,6.006000e-07,-1.451228e-01,7.132000e-07,-1.954370e-01,
6.006500e-07,-1.360000e-01,6.006500e-07,-1.442974e-01,7.162000e-07,-7.984539e-02,
6.007000e-07,-1.360000e-01,6.007000e-07,-1.435324e-01,7.196500e-07,-1.879019e-01,
6.007500e-07,-1.340000e-01,6.007500e-07,-1.428302e-01,7.239500e-07,-8.210794e-02,
6.008000e-07,-1.340000e-01,6.008000e-07,-1.421928e-01,7.287500e-07,-1.819671e-01,
6.008500e-07,-1.320000e-01,6.008500e-07,-1.416213e-01,7.348000e-07,-1.238588e-01,
6.009000e-07,-1.300000e-01,6.009000e-07,-1.411166e-01,7.791000e-07,-1.670566e-01,
6.009500e-07,-1.300000e-01,6.009500e-07,-1.406789e-01,8.004000e-07,-1.228588e-01,
